case_id,variant_id,level,agent_name,agent_variant,run_id,claim_id,claim_type,agent_claim,final_label,final_error_type,final_severity,adjudicator_id,adjudication_notes
C002,level2,level2,openclaw,benchmark_isolated,RUN_20260527_215707_05_openclaw_deepseekv4pro_isolated,RUN_20260527_215707_05_openclaw_deepseekv4pro_isolated_CL006,Causal decomposition,The total repayment difference across Z_pre arms is decomposable into selection and incentive components.,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C002,level2,level2,openclaw,benchmark_isolated,RUN_20260527_215707_05_openclaw_deepseekv4pro_isolated,RUN_20260527_215707_05_openclaw_deepseekv4pro_isolated_CL007,Descriptive pattern,Observably riskier borrowers are differentially selected into the accepted pool under less generous Z_pre.,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C002,level2,level2,openclaw,benchmark_isolated,RUN_20260527_215707_05_openclaw_deepseekv4pro_isolated,RUN_20260527_215707_05_openclaw_deepseekv4pro_isolated_CL008,Descriptive / diagnostic,The lender's internal risk score is a valid proxy for repayment propensity.,partially_supported,Overclaim,minor,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C002,level2,level2,openclaw,benchmark_isolated,RUN_20260527_215707_05_openclaw_deepseekv4pro_isolated,RUN_20260527_215707_05_openclaw_deepseekv4pro_isolated_CL009,Diagnostic,Attrition from the repayment sample is unrelated to treatment assignment.,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C002,level2,level2,openclaw,benchmark_isolated,RUN_20260527_215707_05_openclaw_deepseekv4pro_isolated,RUN_20260527_215707_05_openclaw_deepseekv4pro_isolated_CL010,Assumption (A4),Borrowers do not share assignment information with each other.,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C002,level3,level3,openclaw,benchmark_isolated,RUN_20260527_222408_06_openclaw_deepseekv4pro_isolated,RUN_20260527_222408_06_openclaw_deepseekv4pro_isolated_CL001,Causal (ITT),Pre-borrowing offer terms causally affect take-up rates,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C002,level3,level3,openclaw,benchmark_isolated,RUN_20260527_222408_06_openclaw_deepseekv4pro_isolated,RUN_20260527_222408_06_openclaw_deepseekv4pro_isolated_CL002,Causal (compositional),Pre-borrowing offer terms sort borrowers on observable risk characteristics,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C002,level3,level3,openclaw,benchmark_isolated,RUN_20260527_222408_06_openclaw_deepseekv4pro_isolated,RUN_20260527_222408_06_openclaw_deepseekv4pro_isolated_CL003,Causal (local treatment effect),Post-acceptance contract terms causally affect repayment among acceptors,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C002,level3,level3,openclaw,benchmark_isolated,RUN_20260527_222408_06_openclaw_deepseekv4pro_isolated,RUN_20260527_222408_06_openclaw_deepseekv4pro_isolated_CL004,Mechanism,Selection and incentive channels are empirically separable,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C002,level3,level3,openclaw,benchmark_isolated,RUN_20260527_222408_06_openclaw_deepseekv4pro_isolated,RUN_20260527_222408_06_openclaw_deepseekv4pro_isolated_CL005,Causal (if \(F_i\) randomized),Future-credit incentives alter current repayment behavior independently of current burden,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C002,level3,level3,openclaw,benchmark_isolated,RUN_20260527_222408_06_openclaw_deepseekv4pro_isolated,RUN_20260527_222408_06_openclaw_deepseekv4pro_isolated_CL006,Descriptive decomposition,The selection channel accounts for X% of the total repayment difference across offer arms,partially_supported,Overclaim,major,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C002,level3,level3,openclaw,benchmark_isolated,RUN_20260527_222408_06_openclaw_deepseekv4pro_isolated,RUN_20260527_222408_06_openclaw_deepseekv4pro_isolated_CL007,Cannot be claimed,Results generalize to other borrower populations or market settings,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C002,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260527_222901_07_openclaw_deepseekv4pro_isolated,RUN_20260527_222901_07_openclaw_deepseekv4pro_isolated_CL001,Causal,Initial offers affect take-up,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C002,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260527_222901_07_openclaw_deepseekv4pro_isolated,RUN_20260527_222901_07_openclaw_deepseekv4pro_isolated_CL002,Causal for observables; descriptive for unobservables,The composition of borrowers differs by initial offer arm,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C002,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260527_222901_07_openclaw_deepseekv4pro_isolated,RUN_20260527_222901_07_openclaw_deepseekv4pro_isolated_CL003,Causal,Post-acceptance ε shock causally affects repayment,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C002,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260527_222901_07_openclaw_deepseekv4pro_isolated,RUN_20260527_222901_07_openclaw_deepseekv4pro_isolated_CL004,Causal (if C3 holds),Incentive effect is non-zero,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C002,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260527_222901_07_openclaw_deepseekv4pro_isolated,RUN_20260527_222901_07_openclaw_deepseekv4pro_isolated_CL005,Causal (if initial offer randomization and ε randomization both hold),Selection effect is non-zero,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C002,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260527_222901_07_openclaw_deepseekv4pro_isolated,RUN_20260527_222901_07_openclaw_deepseekv4pro_isolated_CL006,Causal (if both randomizations hold),Selection and incentive channels are separable,contradicted,Contradiction,critical,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C002,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260527_222901_07_openclaw_deepseekv4pro_isolated,RUN_20260527_222901_07_openclaw_deepseekv4pro_isolated_CL007,Logical/analytical,The perturbation weakens identification relative to the base design,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C002,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260527_222901_07_openclaw_deepseekv4pro_isolated,RUN_20260527_222901_07_openclaw_deepseekv4pro_isolated_CL008,Analytical,"Without post-acceptance randomization, point identification is not possible",supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C002,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_164250_02_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_164250_02_openclaw_deepseekv4pro_researchagentv1_CL001,Design-assessment,The perturbation breaks the IV exclusion restriction by creating a selection-composition channel from initial offers to repayment through expected final terms,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C002,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_164250_02_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_164250_02_openclaw_deepseekv4pro_researchagentv1_CL002,Design-assessment,The perturbation breaks RD continuity by enabling anticipation-driven sorting around any discontinuity in the known rule,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C002,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_164250_02_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_164250_02_openclaw_deepseekv4pro_researchagentv1_CL003,Causal (conditional),Within-borrower fixed effects eliminate time-invariant selection confounding,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C002,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_164250_02_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_164250_02_openclaw_deepseekv4pro_researchagentv1_CL004,Causal (conditional),Within-borrower variation in realized terms is as-good-as-random conditional on FE and observed rule inputs,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C002,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_164250_02_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_164250_02_openclaw_deepseekv4pro_researchagentv1_CL005,Descriptive,Repeat borrowing is sufficiently common to support within-borrower estimation,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C002,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_164250_02_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_164250_02_openclaw_deepseekv4pro_researchagentv1_CL006,Causal (conditional),The incentive effect estimated on repeat borrowers generalizes to the broader borrower population,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C002,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_164250_02_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_164250_02_openclaw_deepseekv4pro_researchagentv1_CL007,Descriptive,The descriptive fallback measures valid conditional associations between terms and outcomes,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C002,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_164250_02_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_164250_02_openclaw_deepseekv4pro_researchagentv1_CL008,Design-assessment,"Under the perturbation, no single design can credibly separate selection from incentive effects",supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C002,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_142014_02_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_142014_02_openclaw_deepseekv4pro_researchagentv2search_CL001,Descriptive correlation,Repayment outcomes differ across initial offer-rate groups.,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C002,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_142014_02_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_142014_02_openclaw_deepseekv4pro_researchagentv2search_CL002,Identification limitation,"The offer rate–repayment association reflects the combined effect of selection, incentives, and anticipation, without the ability to decompose these channels.",supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C002,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_142014_02_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_142014_02_openclaw_deepseekv4pro_researchagentv2search_CL003,Descriptive correlation,"Take-up rates decrease as the initial offer rate increases, consistent with price-sensitive selection.",supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C002,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_142014_02_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_142014_02_openclaw_deepseekv4pro_researchagentv2search_CL004,Identification limitation,The correlation between realized contract rates and repayment outcomes is not a causal estimate of incentive effects.,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C002,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_142014_02_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_142014_02_openclaw_deepseekv4pro_researchagentv2search_CL005,Methodological claim,The perturbed condition (pre-application disclosure of the contract-rate mapping) breaks the exclusion restriction needed to separate selection from incentives using the Karlan-Zinman design.,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
